unique_id,title_2017,title_2018
c23c0991-08d6-42d6-989c-b7b53eadfbca,An Actor-Critic Algorithm for Sequence Prediction,MACHINE VS MACHINE: MINIMAX-OPTIMAL DEFENSE AGAINST ADVERSARIAL EXAMPLES
09111eaf-6406-42e6-92f0-2e3b6d4f59e2,An Actor-Critic Algorithm for Sequence Prediction,Directing Generative Networks with Weighted Maximum Mean Discrepancy
208296cf-4f39-480c-ba61-0581dd16ec15,An Actor-Critic Algorithm for Sequence Prediction,The Reactor: A fast and sample-efficient Actor-Critic agent for  Reinforcement Learning
d190743c-1c72-48b0-a79f-bcfe4a82cdad,An Analysis of Feature Regularization for Low-shot Learning,End-to-End Abnormality Detection in Medical Imaging
8196266d-6ea8-4c73-b3f6-fb1682810b36,An Analysis of Feature Regularization for Low-shot Learning,Enhancing Batch Normalized Convolutional Networks using Displaced Rectifier Linear Units: A Systematic Comparative Study
998e7e2e-e589-4143-8821-43ad789cf992,An Analysis of Feature Regularization for Low-shot Learning,Discriminative k-shot learning using probabilistic models
cdff773c-0d98-4953-9e25-566e772ee606,Batch Policy Gradient  Methods for  Improving Neural Conversation Models,Hierarchical Adversarially Learned Inference
b43601d1-2ba6-4421-9a9f-9c880cbefc56,Batch Policy Gradient  Methods for  Improving Neural Conversation Models,Alpha-divergence bridges maximum likelihood and reinforcement learning in neural sequence generation
9763f83f-4d35-41d3-92cc-6ddd8a0e4436,Batch Policy Gradient  Methods for  Improving Neural Conversation Models,THE EFFECTIVENESS OF A TWO-LAYER NEURAL NETWORK FOR RECOMMENDATIONS
96b0ec9b-262a-4e86-aa22-91cad730cece,Beyond Fine Tuning: A Modular Approach to Learning on Small Data,Improving image generative models with human interactions
a4a2cd74-ceea-41e7-9778-5afbd167f0f8,Beyond Fine Tuning: A Modular Approach to Learning on Small Data,CAYLEYNETS: SPECTRAL GRAPH CNNS WITH COMPLEX RATIONAL FILTERS
cf91a491-4e13-4de9-adb0-3393c1094270,Beyond Fine Tuning: A Modular Approach to Learning on Small Data,Deep Learning is Robust to Massive Label Noise
a7e6c592-3c92-4c6d-9ff0-e9e93577ec70,Central Moment Discrepancy (CMD) for Domain-Invariant Representation Learning,Stable Distribution Alignment Using the Dual of the Adversarial Distance
bea6a8d6-9de5-4982-b48d-71aa0fb0fa35,Central Moment Discrepancy (CMD) for Domain-Invariant Representation Learning,Piecewise Linear Neural Networks verification: A comparative study
6cae4b63-e522-4057-8980-9fccab0e0b91,Central Moment Discrepancy (CMD) for Domain-Invariant Representation Learning,Deep Gaussian Embedding of Graphs: Unsupervised Inductive Learning via Ranking
edff18d2-65be-4acc-b651-1a3da7981d59,Chess Game Concepts Emerge under Weak Supervision: A Case Study of Tic-tac-toe,Self-Supervised Learning of Object Motion Through Adversarial Video Prediction
3f808a40-334a-4c0e-a461-a2455bf1620d,Chess Game Concepts Emerge under Weak Supervision: A Case Study of Tic-tac-toe,Learning Robust Rewards with Adverserial Inverse Reinforcement Learning
be7e3d6d-542f-49b2-8cb4-c9b2a30a6fcb,Chess Game Concepts Emerge under Weak Supervision: A Case Study of Tic-tac-toe,TD Learning with Constrained Gradients
31ae356e-6397-4b95-8c6b-ed4d9a3d6bd1,Classless Association using Neural Networks,Enhancing the Transferability of Adversarial Examples with Noise Reduced Gradient
af50e69e-4e61-44f7-a386-58e49ffcd9a5,Classless Association using Neural Networks,DropMax: Adaptive Stochastic Softmax
f52a41d0-638d-40c5-9935-a82ec34bae4a,Classless Association using Neural Networks,Auto-Conditioned Recurrent Networks for Extended Complex Human Motion Synthesis
0d4c8b2b-6dd0-4d3d-ac81-92cf62ffced6,Communicating Hierarchical Neural Controllers for Learning Zero-shot Task Generalization,Wavelet Pooling for Convolutional Neural Networks
8fddd96f-18f1-4e55-82cc-f5081ba19682,Communicating Hierarchical Neural Controllers for Learning Zero-shot Task Generalization,Can Deep Reinforcement Learning solve Erdos-Selfridge-Spencer Games?
53e5bbe5-875e-463a-a23b-dde712856dc4,Communicating Hierarchical Neural Controllers for Learning Zero-shot Task Generalization,Divide-and-Conquer Reinforcement Learning
068be5d6-a370-4e00-a9f6-7b3e82420aec,Cortical-Inspired Open-Bigram Representation for Handwritten Word Recognition,Neural Networks for irregularly observed continuous-time Stochastic Processes
a1cc1ae5-13be-4edd-a248-6fa5a53cce6d,Cortical-Inspired Open-Bigram Representation for Handwritten Word Recognition,LSH Softmax: Sub-Linear Learning and Inference of the Softmax Layer in Deep Architectures
77fc7f46-c396-496f-a6c2-e4a50946417d,Cortical-Inspired Open-Bigram Representation for Handwritten Word Recognition,Discrete-Valued Neural Networks Using Variational Inference
e586ed06-b3cf-46c2-be1e-5ef7afe3bfa1,Deep Biaffine Attention for Neural Dependency Parsing,Inducing Grammars with and for Neural Machine Translation
cf75d779-da4f-4f00-83b5-3cd997fde86f,Deep Biaffine Attention for Neural Dependency Parsing,Online Hyper-Parameter Optimization
068b9b95-7611-40fa-ae25-ddec16c61a73,Deep Biaffine Attention for Neural Dependency Parsing,Maintaining cooperation in complex social dilemmas using deep reinforcement learning
20bee5eb-f957-4a2e-8ba8-0115a97afb3d,Deep Convolutional Neural Network Design Patterns,Deep Active Learning for Named Entity Recognition
fb3d75d8-2210-4f09-9f09-2e5ccfaa230e,Deep Convolutional Neural Network Design Patterns,Deep learning mutation prediction enables early stage lung cancer detection in liquid biopsy
7e8facd3-5fde-4af1-b782-07bfb7fb9689,Deep Convolutional Neural Network Design Patterns,Simple and efficient architecture search for Convolutional Neural Networks
2edd4cab-3e82-419f-8f04-150c58534d35,Deep Error-Correcting Output Codes,Communication Algorithms via Deep Learning
02bd6eab-369f-4f23-8bc7-72ab05ca996a,Deep Error-Correcting Output Codes,Online Learning Rate Adaptation with Hypergradient Descent
91f3997d-d391-4c9a-a1de-5cc13eb6a734,Deep Error-Correcting Output Codes,Toward predictive machine learning for active vision
291599a5-8504-451d-a553-8d8502d2f0f8,Deep Unsupervised Clustering with Gaussian Mixture Variational Autoencoders,PrivyNet: A Flexible Framework for Privacy-Preserving Deep Neural Network Training
5f6be551-cd75-4978-ac6b-667b51ed2253,Deep Unsupervised Clustering with Gaussian Mixture Variational Autoencoders,Variational image compression with a scale hyperprior
e640b2ab-0e09-4aee-be30-42e0a467e663,Deep Unsupervised Clustering with Gaussian Mixture Variational Autoencoders,Still not systematic after all these years: On the compositional skills of sequence-to-sequence recurrent networks
0acb16e2-9268-4c8c-be5b-81e149e7707d,Diet Networks: Thin Parameters for Fat Genomics,Sensitivity and Generalization in Neural Networks: an Empirical Study
658d0df2-7273-4b19-9ca1-9ae0b1084250,Diet Networks: Thin Parameters for Fat Genomics,ENRICHMENT OF FEATURES FOR CLASSIFICATION USING AN OPTIMIZED LINEAR/NON-LINEAR COMBINATION OF INPUT FEATURES
23accf2a-261e-4bf1-b5f1-dd2f45e9a1af,Diet Networks: Thin Parameters for Fat Genomics,DEEP DENSITY NETWORKS AND UNCERTAINTY IN RECOMMENDER SYSTEMS
ac67c35b-408d-4f17-96a4-10b6d9e643a3,Dynamic Neural Turing Machine with Continuous and Discrete Addressing Schemes,Data Augmentation Generative Adversarial Networks
1db74e21-af7c-424f-b288-0fa1986c9003,Dynamic Neural Turing Machine with Continuous and Discrete Addressing Schemes,Bias-Variance Decomposition for Boltzmann Machines
52673b1a-0820-4ce8-ab15-8f81d26003eb,Dynamic Neural Turing Machine with Continuous and Discrete Addressing Schemes,Rotational Unit of Memory 
7f5229e2-7dc2-43a8-b217-ca873351067a,Dynamic Partition Models,Learning Sparse Latent Representations with the Deep Copula Information Bottleneck
ebe0f0e9-e187-49e1-92a4-95b334824a4c,Dynamic Partition Models,Wasserstein Auto-Encoders
e4df5da9-5ec2-44ac-910b-9f343d2152c5,Dynamic Partition Models,EXPLORING NEURAL ARCHITECTURE SEARCH FOR LANGUAGE TASKS
1fa17042-77b5-48d7-ba61-37125e754a02,Emergent Predication Structure in Vector Representations of Neural Readers,ElimiNet: A Model for Eliminating Options for Reading Comprehension with Multiple Choice Questions
c1617270-e374-480e-90d6-a0c43ebba865,Emergent Predication Structure in Vector Representations of Neural Readers,Deterministic Policy Imitation Gradient Algorithm
33bc8dd0-82e5-44ba-a9ca-59b2da14cf52,Emergent Predication Structure in Vector Representations of Neural Readers,Maximum a Posteriori Policy Optimisation
c4c6a371-61e3-4855-8458-1b1c831836ea,Episodic Exploration for Deep Deterministic Policies for StarCraft Micromanagement,Combining Model-based and Model-free RL via Multi-step Control Variates
14e121d0-204d-43f6-84a3-268690084700,Episodic Exploration for Deep Deterministic Policies for StarCraft Micromanagement,Hierarchical and Interpretable Skill Acquisition in Multi-task Reinforcement Learning
0b0a6072-bc7e-4add-8d72-be89546ed6bd,Episodic Exploration for Deep Deterministic Policies for StarCraft Micromanagement,Synthesizing realistic neural population activity patterns using Generative Adversarial Networks
b06ba532-f5b7-4f3f-b198-ddab37524d74,Exploring the Application of Deep Learning for Supervised Learning Problems,The Cramer Distance as a Solution to Biased Wasserstein Gradients
e8a8c9df-2244-4903-ad27-83c3ea8e5f7a,Exploring the Application of Deep Learning for Supervised Learning Problems,UNSUPERVISED SENTENCE EMBEDDING USING DOCUMENT STRUCTURE-BASED CONTEXT
b5664dce-67c1-4109-b250-f68ba022f2f3,Exploring the Application of Deep Learning for Supervised Learning Problems,Accelerating Neural Architecture Search using Performance Prediction
c33709c5-0ed6-4854-94ec-9ddbad7b12b7,Extensions and Limitations of the Neural GPU,DORA The Explorer: Directed Outreaching Reinforcement Action-Selection
f2f14d46-7b89-45d2-90d6-a0b6f176e056,Extensions and Limitations of the Neural GPU,Learning to cluster in order to transfer across domains and tasks
c643114b-228d-4dc4-9d84-c790a8c49f75,Extensions and Limitations of the Neural GPU,Combining Symbolic Expressions and Black-box Function Evaluations in Neural Programs
cfd5d397-4db7-4e8b-94c3-f295426fc4b8,Fast Chirplet Transform to Enhance CNN Machine Listening - Validation on Animal calls and Speech,Large Scale Optimal Transport and Mapping Estimation
af1203d3-ae9d-4624-a745-13fad5b2f646,Fast Chirplet Transform to Enhance CNN Machine Listening - Validation on Animal calls and Speech,How do deep convolutional neural networks learn from raw audio waveforms?
87cc6d76-3d0b-47a7-97a3-edd1e6550314,Fast Chirplet Transform to Enhance CNN Machine Listening - Validation on Animal calls and Speech,The Cramer Distance as a Solution to Biased Wasserstein Gradients
460de9f4-8dce-4bb2-9137-fd47d7fbf666,Frustratingly Short Attention Spans in Neural Language Modeling,Efficiently applying attention to sequential data with the Recurrent Discounted Attention unit
542a079a-45fc-422b-9d01-9854ab1afd30,Frustratingly Short Attention Spans in Neural Language Modeling,Discrete-Valued Neural Networks Using Variational Inference
050bd80d-a09b-49f6-bd48-ce6db92c47f0,Frustratingly Short Attention Spans in Neural Language Modeling,Graph Partition Neural Networks for Semi-Supervised Classification
d6c367de-18b1-4822-94b7-c7fc752fff8b,Generalizable Features From Unsupervised Learning,Towards Provable Control for Unknown Linear Dynamical Systems
474df6f0-2406-46aa-a4dd-12c84207cf03,Generalizable Features From Unsupervised Learning,Multimodal Sentiment Analysis To Explore the Structure of Emotions
7dcc2932-043a-4dfb-bdf9-002ae433dbfa,Generalizable Features From Unsupervised Learning,Relational Neural Expectation Maximization: Unsupervised Discovery of Objects and their Interactions
934a34f6-697d-4a8b-b87c-4bd5e8612462,Hadamard Product for Low-rank Bilinear Pooling,COLD FUSION: TRAINING SEQ2SEQ MODELS TOGETHER WITH LANGUAGE MODELS
b2467a46-ea2e-4fa0-9ff0-8f31155a046b,Hadamard Product for Low-rank Bilinear Pooling,Tensor Contraction & Regression Networks
10dd0bd1-7f20-482e-b0f8-5e1b4c7c588a,Hadamard Product for Low-rank Bilinear Pooling,Efficiently applying attention to sequential data with the Recurrent Discounted Attention unit
3770fa7a-61ad-43be-b09d-d9ee4c8a044b,Hierarchical Multiscale Recurrent Neural Networks,Preliminary theoretical troubleshooting in Variational Autoencoder
76f47996-8e4b-44b2-8ba8-a8b3d7d47453,Hierarchical Multiscale Recurrent Neural Networks,Building Generalizable Agents with a Realistic and Rich 3D Environment
e5c44d55-9e9d-447a-84d1-f81a9a28ca07,Hierarchical Multiscale Recurrent Neural Networks,Efficiently applying attention to sequential data with the Recurrent Discounted Attention unit
fd8d60fe-edc7-47f2-a924-2399c852ea65,Improved Architectures for Computer Go,Maintaining cooperation in complex social dilemmas using deep reinforcement learning
f57d4e4e-f629-41c0-a4e6-c38bf05c81ba,Improved Architectures for Computer Go,Learning to Optimize Neural Nets
240fb90b-fec3-44e4-819a-bd9b6d936488,Improved Architectures for Computer Go,Can Deep Reinforcement Learning solve Erdos-Selfridge-Spencer Games?
472714fe-d60a-4db5-9b31-49990181b604,Improving Invariance and Equivariance Properties of Convolutional Neural Networks,Style Memory: Making a Classifier Network Generative
f671d49c-f0f7-4b08-881c-85f607fe8f13,Improving Invariance and Equivariance Properties of Convolutional Neural Networks,GradNorm: Gradient Normalization for Adaptive Loss Balancing in Deep Multitask Networks
8d562a1b-4e89-46ef-80f1-bf4341b6a035,Improving Invariance and Equivariance Properties of Convolutional Neural Networks,Byte-Level Recursive Convolutional Auto-Encoder for Text
8fbc0451-96f3-42c8-862c-6d2b4e242e58,Improving Policy Gradient by Exploring Under-appreciated Rewards,Maximum a Posteriori Policy Optimisation
8d3fcbba-7eab-418a-ad69-1f1d75237665,Improving Policy Gradient by Exploring Under-appreciated Rewards,Recurrent Auto-Encoder Model for Multidimensional Time Series Representation
1a8d5aaa-4381-43dc-bd24-c39dba65b26f,Improving Policy Gradient by Exploring Under-appreciated Rewards,Towards Neural Phrase-based Machine Translation
c04da0a5-51d9-4b2f-acb8-fbebe5325783,Incremental Sequence Learning,NOVEL AND EFFECTIVE PARALLEL MIX-GENERATOR GENERATIVE ADVERSARIAL NETWORKS
0aa0d21d-b7fe-4c9a-afb1-ffd54d25ec7b,Incremental Sequence Learning,Towards a Testable Notion of Generalization for Generative Adversarial Networks
f0ad5f5e-ed01-45bb-9fd7-bd11b27a2fe3,Incremental Sequence Learning,Variational Continual Learning
329daf7b-aedb-4d2a-a7b8-a65ea3bad164,Introspection:Accelerating Neural Network Training By Learning Weight Evolution,Discovering the mechanics of hidden neurons
75c11ea9-4a33-4af9-a25c-c6979b0d0dc2,Introspection:Accelerating Neural Network Training By Learning Weight Evolution,Learning Sparse Structured Ensembles with SG-MCMC and Network Pruning
496e0831-17e5-4255-bcd5-6b5e049a313d,Introspection:Accelerating Neural Network Training By Learning Weight Evolution,Latent forward model for Real-time Strategy game planning with incomplete information
e2419785-2fed-423b-8e67-d54bb56169dc,Investigating Different Context Types and Representations for Learning Word Embeddings,UNSUPERVISED SENTENCE EMBEDDING USING DOCUMENT STRUCTURE-BASED CONTEXT
27990daa-d49c-4285-b345-f58946c59216,Investigating Different Context Types and Representations for Learning Word Embeddings,On the Information Bottleneck Theory of Deep Learning
8c3dc32a-6869-4e4a-afc9-02201c67b35d,Investigating Different Context Types and Representations for Learning Word Embeddings,Enhance Word Representation for Out-of-Vocabulary on Ubuntu Dialogue Corpus
afdfb95b-9ca8-41d9-b2ea-a37adbfbe3ea,Investigating Recurrence and Eligibility Traces in Deep Q-Networks,Mixed Precision Training of Convolutional Neural Networks using Integer Operations
3654b7eb-b99f-49c6-adb9-dc5fab5bd644,Investigating Recurrence and Eligibility Traces in Deep Q-Networks,STRUCTURED ALIGNMENT NETWORKS
a6603233-4577-4cc5-aea4-3724df6d94c7,Investigating Recurrence and Eligibility Traces in Deep Q-Networks,Distributed Prioritized Experience Replay
742a993d-6c6f-4844-8636-3a818098debc,Iterative Refinement for Machine Translation,Faster Distributed Synchronous SGD with Weak Synchronization
58b07f19-cf71-47a1-b087-dfec0a6c06d7,Iterative Refinement for Machine Translation,Prediction Under Uncertainty with Error Encoding Networks
b97c77b7-aaeb-4f08-9b9a-5ce08f66b0a7,Iterative Refinement for Machine Translation,Synthetic and Natural Noise Both Break Neural Machine Translation
26a6640f-f19c-4b2f-971e-61011b73d1d4,LR-GAN: Layered Recursive Generative Adversarial Networks for Image Generation,IVE-GAN: Invariant Encoding Generative Adversarial Networks
bc597887-7425-4dce-87b8-f8d432042aef,LR-GAN: Layered Recursive Generative Adversarial Networks for Image Generation,Unleashing the Potential of CNNs for Interpretable Few-Shot Learning
2f7652fc-6318-410a-9a78-44daf189ec87,LR-GAN: Layered Recursive Generative Adversarial Networks for Image Generation,Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor
75308dfa-98de-46eb-9324-7ca78f4b650f,LSTM-Based System-Call Language Modeling and Ensemble Method for Host-Based Intrusion Detection,Benefits of Depth for Long-Term Memory of Recurrent Networks
d51379ac-8c5a-44a0-bbb6-5f270ed46cc8,LSTM-Based System-Call Language Modeling and Ensemble Method for Host-Based Intrusion Detection,Clipping Free Attacks Against Neural Networks
dbfe8e75-c453-4846-bac1-5ecdd7774878,LSTM-Based System-Call Language Modeling and Ensemble Method for Host-Based Intrusion Detection,Multiple Source Domain Adaptation with Adversarial Learning
016234ef-e6bb-4551-9abb-1ed5d518592e,Learning Features of Music From Scratch,On the difference between building and extracting patterns: a causal analysis of deep generative models.
eb1dd723-fa78-4ffe-a2e9-9533ad14cb10,Learning Features of Music From Scratch,Synthesizing Robust Adversarial Examples
288fda0d-9865-440c-bdea-b26defbd0f35,Learning Features of Music From Scratch,WSNet: Learning Compact and Efficient Networks with Weight Sampling
d912ef05-d3e7-497c-9fa0-0018442af3dc,Learning Locomotion Skills Using DeepRL: Does the Choice of Action Space Matter?,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration
0016ec33-e296-4e86-88fd-2d1a199b99fe,Learning Locomotion Skills Using DeepRL: Does the Choice of Action Space Matter?,Siamese Survival Analysis with Competing Risks
8b31d5ec-50a0-4b5b-88fe-fa7fdce29791,Learning Locomotion Skills Using DeepRL: Does the Choice of Action Space Matter?,Dense Recurrent Neural Network with Attention Gate
7d399b4e-54a2-498c-9813-748a15978d7c,Learning Recurrent Representations for Hierarchical Behavior Modeling,Semantically Decomposing the Latent Spaces of Generative Adversarial Networks
738fca96-e47d-458d-8404-ec86f096abda,Learning Recurrent Representations for Hierarchical Behavior Modeling,BinaryFlex: On-the-Fly Kernel Generation in Binary Convolutional Networks
f0898580-9c55-4e59-b0a2-9119b18ef10c,Learning Recurrent Representations for Hierarchical Behavior Modeling,Efficiently applying attention to sequential data with the Recurrent Discounted Attention unit
1eeb3e35-935d-4caf-bf65-c382ed2686ae,Learning Word-Like Units from Joint Audio-Visual Analylsis,Deep Function Machines: Generalized Neural Networks for Topological Layer Expression
b0ff281d-5263-4ada-99b6-411e7c288460,Learning Word-Like Units from Joint Audio-Visual Analylsis,Memory-based Parameter Adaptation
4a82b102-1a8e-4326-9505-cdaf0ef9c34e,Learning Word-Like Units from Joint Audio-Visual Analylsis,Memory Augmented Control Networks
e684355b-fd94-4010-812f-2fb2685a5928,Learning to Compose Words into Sentences with Reinforcement Learning,Iterative Deep Compression : Compressing Deep Networks for Classification and Semantic Segmentation
2b248b03-3093-4763-acdd-6725c0a8abe4,Learning to Compose Words into Sentences with Reinforcement Learning,Jointly Learning Sentence Embeddings and Syntax with Unsupervised Tree-LSTMs
7f829b3c-1628-4d47-bdc6-f0b974a1a542,Learning to Compose Words into Sentences with Reinforcement Learning,The Manifold Assumption and Defenses Against Adversarial Perturbations
0d2c3b11-fd69-4ae2-a29a-9c634b7fcedb,Learning to Generate Samples from Noise through Infusion Training,Deep Bayesian Bandits Showdown:  An Empirical Comparison of Bayesian Deep Networks for Thompson Sampling
f467821e-353f-47ab-9ca2-d030935f17fd,Learning to Generate Samples from Noise through Infusion Training,Generalizing Hamiltonian Monte Carlo with Neural Networks
8985ee3d-e18b-4c22-813b-fc195722ca51,Learning to Generate Samples from Noise through Infusion Training,Acquiring Target Stacking Skills by Goal-Parameterized Deep Reinforcement Learning
dc522a8c-d4d7-4189-9e8b-e1608b854146,Learning to Repeat: Fine Grained Action Repetition for Deep Reinforcement Learning,Eigenoption Discovery through the Deep Successor Representation
e2a32f56-831d-4a91-a44d-a35a4debf48a,Learning to Repeat: Fine Grained Action Repetition for Deep Reinforcement Learning,Learning Independent Causal Mechanisms
8b230d91-6c8a-483b-93df-8e9b664b2d9b,Learning to Repeat: Fine Grained Action Repetition for Deep Reinforcement Learning,Building effective deep neural networks one feature at a time
bb91262a-3343-43da-87f4-2bba07e89efe,Learning to superoptimize programs,Reinforcement Learning from Imperfect Demonstrations
f978d040-7eeb-4ed0-bc4f-e457b1634852,Learning to superoptimize programs,Code Synthesis with Priority Queue Training
6c7cde7c-1199-43c8-8a24-801949d46401,Learning to superoptimize programs,Discrete Autoencoders for Sequence Models
3eb7d372-9ba9-4446-aad2-ef215adbba60,Lossy Image Compression with Compressive Autoencoders,DEEP DENSITY NETWORKS AND UNCERTAINTY IN RECOMMENDER SYSTEMS
33480b1b-812e-4b64-9fb9-94c39f6e72e8,Lossy Image Compression with Compressive Autoencoders,TRL: Discriminative Hints for Scalable Reverse Curriculum Learning
a39d5215-7a72-465e-be92-8ced1fa72345,Lossy Image Compression with Compressive Autoencoders,Training Autoencoders by Alternating Minimization
7133dbfc-2e2e-4898-8389-8aec5a9b7e97,Making Stochastic Neural Networks from Deterministic Ones,Deep Temporal Clustering: Fully unsupervised learning of time-domain features
09a24e8e-0b70-413c-903f-992107d7306b,Making Stochastic Neural Networks from Deterministic Ones,Residual Connections Encourage Iterative Inference
2e1bff3c-b802-47ff-8066-0a21a422282c,Making Stochastic Neural Networks from Deterministic Ones,A DIRT-T Approach to Unsupervised Domain Adaptation
540c659e-4fde-4001-b552-8afb7f14f0c2,Multi-task learning with deep model based reinforcement learning,On the Use of Word Embeddings Alone to Represent Natural Language Sequences
f4fc2200-06a4-4df7-be54-69dd54af9e31,Multi-task learning with deep model based reinforcement learning,Learning Sparse Neural Networks through L_0 Regularization
1f681f79-e1a5-46c4-a344-db998aeb3bcb,Multi-task learning with deep model based reinforcement learning,TD or not TD: Analyzing the Role of Temporal Differencing in Deep Reinforcement Learning
e2e88783-6283-4075-97ba-12accd60aa5c,Multi-view Recurrent Neural Acoustic Word Embeddings,Unsupervised Machine Translation Using Monolingual Corpora Only
94ac06d8-9246-458c-8f8b-7d26fc3b712c,Multi-view Recurrent Neural Acoustic Word Embeddings,3C-GAN: AN CONDITION-CONTEXT-COMPOSITE GENERATIVE ADVERSARIAL NETWORKS FOR GENERATING IMAGES SEPARATELY
97278504-fb2e-4d36-96bb-da173bb29781,Multi-view Recurrent Neural Acoustic Word Embeddings,Viterbi-based Pruning for Sparse Matrix with Fixed and High Index Compression Ratio
82fe77e6-2e1f-4785-9ab5-5a747b0242a4,Multiagent System for Layer Free Network,Machine Learning by Two-Dimensional Hierarchical Tensor Networks: A Quantum Information Theoretic Perspective on Deep Architectures
9c52a478-192c-40da-9ebd-f70c844eb61a,Multiagent System for Layer Free Network,FigureQA: An Annotated Figure Dataset for Visual Reasoning
c75f1774-8c7a-435d-891a-076363115c6f,Multiagent System for Layer Free Network,Detecting Statistical Interactions from Neural Network Weights
a755023f-7be9-4969-9de4-9efaada8009c,Neural Code Completion,Dynamic Neural Program Embeddings for Program Repair
4896601d-fc3a-4d94-930c-8f738e950ea0,Neural Code Completion,Synthetic and Natural Noise Both Break Neural Machine Translation
1faefbbc-205d-4cff-bf8b-09f016e52189,Neural Code Completion,Learning to Represent Programs with Graphs
ae1543d0-c918-4cb4-994a-69eb40d9c380,Neural Functional Programming,TCAV: Relative concept importance testing with Linear Concept Activation Vectors
155f2b31-d714-4119-a9e0-72ae7233ca53,Neural Functional Programming,What is image captioning made of?
26c44d41-2505-4fa5-966e-eb2a194ac711,Neural Functional Programming,Learning what to learn in a neural program
d9a64ec0-983b-4f1b-9780-0051f36ac50c,New Learning Approach By Genetic Algorithm In A Convolutional Neural Network For Pattern Recognition,Policy Optimization by Genetic Distillation 
21fa55b0-2c2f-455c-b54f-cb002168f7d0,New Learning Approach By Genetic Algorithm In A Convolutional Neural Network For Pattern Recognition,Gradient Estimators for Implicit Models
8334437d-46c0-4268-be73-759339151147,New Learning Approach By Genetic Algorithm In A Convolutional Neural Network For Pattern Recognition,"Learning to Select: Problem, Solution, and Applications"
d4ab655b-6307-4031-8f4a-fa8e60238648,Nonparametrically Learning Activation Functions in Deep Neural Nets,Proximal Backpropagation
91b5c96e-b37c-4fda-8b49-66b1f603e7bf,Nonparametrically Learning Activation Functions in Deep Neural Nets,Learning to search with MCTSnets
c91abe55-1ec4-4d1e-a494-55ede8e4bedc,Nonparametrically Learning Activation Functions in Deep Neural Nets,Sparse Regularized Deep Neural Networks For Efficient Embedded Learning
6af5a22c-746d-4b3c-bf89-56384bd973d5,Optimal Binary Autoencoding with Pairwise Correlations,The Information-Autoencoding Family: A Lagrangian Perspective on Latent Variable Generative Modeling
6998b139-9162-48fa-9826-076bb9aef152,Optimal Binary Autoencoding with Pairwise Correlations,A Deep Predictive Coding Network for Learning Latent Representations
